kunci,nama,nama_swf,nama_kelas,berkas_swf,level,min_level,max_level,gold,xp,tipe,stat_lengkap,jumlah_skill,hp_dasar,random_battle
enemy395,Broadsword Aboriginal,ene_395,Ene_395,cdn/swf/latest/swf/enemies/ene_395.swf,1,1,99,400,550,1,ya,4,300,False
enemy396,Spear Aboriginal,ene_396,Ene_396,cdn/swf/latest/swf/enemies/ene_396.swf,1,1,99,400,550,1,ya,4,300,False
enemy397,Moai,ene_397,Ene_397,cdn/swf/latest/swf/enemies/ene_397.swf,1,1,99,400,550,1,ya,5,300,False
enemy398,Moai Giant,ene_398,Ene_398,cdn/swf/latest/swf/enemies/ene_398.swf,1,1,99,400,550,1,ya,6,300,False
enemy399,Frigga,ene_399,Ene_399,cdn/swf/latest/swf/enemies/ene_399.swf,1,1,99,400,550,1,ya,5,300,False
enemy400,Odin,ene_400,Ene_400,cdn/swf/latest/swf/enemies/ene_400.swf,1,1,99,400,550,1,ya,6,300,False
enemy401,Huginn,ene_401,Ene_401,cdn/swf/latest/swf/enemies/ene_401.swf,1,1,99,400,550,1,ya,2,300,False
enemy402,Muninn,ene_402,Ene_402,cdn/swf/latest/swf/enemies/ene_402.swf,1,1,99,400,550,1,ya,2,300,False
enemy403,Ebisu,ene_403_404_405_406,Ene_403,cdn/swf/latest/swf/enemies/ene_403_404_405_406.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy404,Ebisu,ene_403_404_405_406,Ene_404,cdn/swf/latest/swf/enemies/ene_403_404_405_406.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy405,Ebisu,ene_403_404_405_406,Ene_405,cdn/swf/latest/swf/enemies/ene_403_404_405_406.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy406,Ebisu,ene_403_404_405_406,Ene_406,cdn/swf/latest/swf/enemies/ene_403_404_405_406.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy407,Daikokuten,ene_407_408_409_410,Ene_407,cdn/swf/latest/swf/enemies/ene_407_408_409_410.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy408,Daikokuten,ene_407_408_409_410,Ene_408,cdn/swf/latest/swf/enemies/ene_407_408_409_410.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy409,Daikokuten,ene_407_408_409_410,Ene_409,cdn/swf/latest/swf/enemies/ene_407_408_409_410.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy410,Daikokuten,ene_407_408_409_410,Ene_410,cdn/swf/latest/swf/enemies/ene_407_408_409_410.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy411,Fukurokuju,ene_411_412_413_414,Ene_411,cdn/swf/latest/swf/enemies/ene_411_412_413_414.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy412,Fukurokuju,ene_411_412_413_414,Ene_412,cdn/swf/latest/swf/enemies/ene_411_412_413_414.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy413,Fukurokuju,ene_411_412_413_414,Ene_413,cdn/swf/latest/swf/enemies/ene_411_412_413_414.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy414,Fukurokuju,ene_411_412_413_414,Ene_414,cdn/swf/latest/swf/enemies/ene_411_412_413_414.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy415,Jurojin,ene_415_416_417_418,Ene_415,cdn/swf/latest/swf/enemies/ene_415_416_417_418.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy416,Jurojin,ene_415_416_417_418,Ene_416,cdn/swf/latest/swf/enemies/ene_415_416_417_418.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy417,Jurojin,ene_415_416_417_418,Ene_417,cdn/swf/latest/swf/enemies/ene_415_416_417_418.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy418,Jurojin,ene_415_416_417_418,Ene_418,cdn/swf/latest/swf/enemies/ene_415_416_417_418.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy419,Hotei,ene_419_420_421_422,Ene_419,cdn/swf/latest/swf/enemies/ene_419_420_421_422.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy420,Hotei,ene_419_420_421_422,Ene_420,cdn/swf/latest/swf/enemies/ene_419_420_421_422.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy421,Hotei,ene_419_420_421_422,Ene_421,cdn/swf/latest/swf/enemies/ene_419_420_421_422.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy422,Hotei,ene_419_420_421_422,Ene_422,cdn/swf/latest/swf/enemies/ene_419_420_421_422.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy423,Bishamonten,ene_423_424_425_426,Ene_423,cdn/swf/latest/swf/enemies/ene_423_424_425_426.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy424,Bishamonten,ene_423_424_425_426,Ene_424,cdn/swf/latest/swf/enemies/ene_423_424_425_426.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy425,Bishamonten,ene_423_424_425_426,Ene_425,cdn/swf/latest/swf/enemies/ene_423_424_425_426.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy426,Bishamonten,ene_423_424_425_426,Ene_426,cdn/swf/latest/swf/enemies/ene_423_424_425_426.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy427,Benzaiten,ene_427_428_429_430,Ene_427,cdn/swf/latest/swf/enemies/ene_427_428_429_430.swf,1,1,99,1000,1000,1,ya,6,300,False
enemy428,Benzaiten,ene_427_428_429_430,Ene_428,cdn/swf/latest/swf/enemies/ene_427_428_429_430.swf,1,1,99,5000,2500,1,ya,6,300,False
enemy429,Benzaiten,ene_427_428_429_430,Ene_429,cdn/swf/latest/swf/enemies/ene_427_428_429_430.swf,1,1,99,10000,10000,1,ya,6,300,False
enemy430,Benzaiten,ene_427_428_429_430,Ene_430,cdn/swf/latest/swf/enemies/ene_427_428_429_430.swf,1,1,99,25000,75000,1,ya,6,300,False
enemy431,Taikoman,ene_431,Ene_431,cdn/swf/latest/swf/enemies/ene_431.swf,1,1,99,100,3000,1,ya,3,300,False
enemy432,Taowu,ene_432_433_434_435,Ene_432,cdn/swf/latest/swf/enemies/ene_432_433_434_435.swf,1,1,99,1000,1000,1,ya,7,300,False
enemy433,Taowu,ene_432_433_434_435,Ene_433,cdn/swf/latest/swf/enemies/ene_432_433_434_435.swf,1,1,99,5000,2500,1,ya,7,300,False
enemy434,Taowu,ene_432_433_434_435,Ene_434,cdn/swf/latest/swf/enemies/ene_432_433_434_435.swf,1,1,99,10000,10000,1,ya,7,300,False
enemy435,Taowu,ene_432_433_434_435,Ene_435,cdn/swf/latest/swf/enemies/ene_432_433_434_435.swf,1,1,99,25000,75000,1,ya,7,300,False
enemy436,Taotie,ene_436_437_438_439,Ene_436,cdn/swf/latest/swf/enemies/ene_436_437_438_439.swf,1,1,99,1000,1000,1,ya,7,300,False
enemy437,Taotie,ene_436_437_438_439,Ene_437,cdn/swf/latest/swf/enemies/ene_436_437_438_439.swf,1,1,99,5000,2500,1,ya,7,300,False
enemy438,Taotie,ene_436_437_438_439,Ene_438,cdn/swf/latest/swf/enemies/ene_436_437_438_439.swf,1,1,99,10000,10000,1,ya,7,300,False
enemy439,Taotie,ene_436_437_438_439,Ene_439,cdn/swf/latest/swf/enemies/ene_436_437_438_439.swf,1,1,99,25000,75000,1,ya,7,300,False
enemy440,Kenta,ene_440,Ene_440,cdn/swf/latest/swf/enemies/ene_440.swf,80,80,80,400,550,1,ya,5,28000,False
enemy441,Kaguya,ene_441,Ene_441,cdn/swf/latest/swf/enemies/ene_441.swf,80,80,80,400,550,1,ya,5,23600,False
enemy442,Genjiro,ene_442,Ene_442,cdn/swf/latest/swf/enemies/ene_442.swf,80,80,80,400,550,1,ya,5,25600,False
enemy443,Kumataro,ene_443,Ene_443,cdn/swf/latest/swf/enemies/ene_443.swf,80,80,80,400,550,1,ya,5,25000,False
enemy444,Ayako,ene_444,Ene_444,cdn/swf/latest/swf/enemies/ene_444.swf,80,80,80,400,550,1,ya,5,23860,False
enemy445,Thief,ene_445,Ene_445,cdn/swf/latest/swf/enemies/ene_445.swf,82,82,82,400,550,1,ya,2,27000,False
enemy446,Giant,ene_446,Ene_446,cdn/swf/latest/swf/enemies/ene_446.swf,82,82,82,400,550,1,ya,2,26800,False
enemy447,Fiend,ene_447,Ene_447,cdn/swf/latest/swf/enemies/ene_447.swf,82,82,82,400,550,1,ya,2,26700,False
enemy448,Escaped Ninja,ene_448,Ene_448,cdn/swf/latest/swf/enemies/ene_448.swf,83,83,83,400,550,1,ya,2,29500,False
enemy449,Bobcat,ene_449,Ene_449,cdn/swf/latest/swf/enemies/ene_449.swf,83,83,83,400,550,1,ya,4,29000,False
enemy450,Strong Warrior,ene_450,Ene_450,cdn/swf/latest/swf/enemies/ene_450.swf,83,83,83,400,550,1,ya,2,24000,False
enemy451,Gold Wolf,ene_451,Ene_451,cdn/swf/latest/swf/enemies/ene_451.swf,84,84,84,400,550,1,ya,6,24700,False
enemy452,Rebel Ninja Assistant,ene_452,Ene_452,cdn/swf/latest/swf/enemies/ene_452.swf,84,84,84,400,550,1,ya,2,28000,False
enemy453,Rebel Ninja Assistant,ene_453,Ene_453,cdn/swf/latest/swf/enemies/ene_453.swf,84,84,84,400,550,1,ya,2,28500,False
enemy454,Rebel Ninja Team Leader,ene_454,Ene_454,cdn/swf/latest/swf/enemies/ene_454.swf,83,83,83,400,550,1,ya,2,30000,False
enemy455,Rebel Ninja Team Leader,ene_455,Ene_455,cdn/swf/latest/swf/enemies/ene_455.swf,83,83,83,400,550,1,ya,2,13500,False
enemy456,Rebel Ninja Cadre,ene_456,Ene_456,cdn/swf/latest/swf/enemies/ene_456.swf,85,85,85,400,550,1,ya,2,30000,False
enemy457,Rebel Ninja,ene_457,Ene_457,cdn/swf/latest/swf/enemies/ene_457.swf,85,85,85,400,550,1,ya,2,31500,False
enemy458,Rebel Ninja Elite,ene_458,Ene_458,cdn/swf/latest/swf/enemies/ene_458.swf,85,85,85,400,550,1,ya,3,37000,False
enemy459,Rebel Ninja Captain,ene_459,Ene_459,cdn/swf/latest/swf/enemies/ene_459.swf,85,85,85,400,550,1,ya,8,40860,False
enemy460,Kamaitachi,ene_460,Ene_460,cdn/swf/latest/swf/enemies/ene_460.swf,10,10,10,30000,20000,1,ya,10,13860,False
enemy461,Hell Horse,ene_461,Ene_461,cdn/swf/latest/swf/enemies/ene_461.swf,20,20,20,35000,23000,1,ya,11,24780,False
enemy462,Kabutomushi Musha,ene_462,Ene_462,cdn/swf/latest/swf/enemies/ene_462.swf,25,25,25,38000,25000,1,ya,11,33860,False
enemy463,Kinkaku,ene_463,Ene_463,cdn/swf/latest/swf/enemies/ene_463.swf,30,30,30,20000,15000,1,ya,7,40670,False
enemy464,Ginkaku,ene_464,Ene_464,cdn/swf/latest/swf/enemies/ene_464.swf,30,30,30,20000,15000,1,ya,7,38490,False
enemy465,Thunder Eagle,ene_465,Ene_465,cdn/swf/latest/swf/enemies/ene_465.swf,40,40,40,49000,35000,1,ya,12,86960,False
enemy466,Mammoth King,ene_466,Ene_466,cdn/swf/latest/swf/enemies/ene_466.swf,50,50,50,55000,38000,1,ya,12,113400,False
enemy467,Oceans Queen,ene_467,Ene_467,cdn/swf/latest/swf/enemies/ene_467.swf,55,55,55,57000,40000,1,ya,13,158200,False
enemy468,Ghost Soldier,ene_468,Ene_468,cdn/swf/latest/swf/enemies/ene_468.swf,60,60,60,62000,48000,1,ya,14,256790,False
enemy469,Battle Angel,ene_469,Ene_469,cdn/swf/latest/swf/enemies/ene_469.swf,70,70,70,72000,56000,2,ya,14,359360,False
enemy470,Infernal Chimera,ene_470,Ene_470,cdn/swf/latest/swf/enemies/ene_470.swf,80,80,80,100000,75000,2,ya,15,530980,False
enemy471,Wyvern,ene_471,Ene_471,cdn/swf/latest/swf/enemies/ene_471.swf,1,1,100,1500,1500,1,ya,13,300,False
enemy472,Darkness Kitty,ene_472,Ene_472,cdn/swf/latest/swf/enemies/ene_472.swf,1,1,99,0,0,1,ya,5,280,False
enemy473,Darkness Soul,ene_473,Ene_473,cdn/swf/latest/swf/enemies/ene_473.swf,1,1,99,0,0,1,ya,6,300,False
enemy474,Mr.Pumpkin,ene_474,Ene_474,cdn/swf/latest/swf/enemies/ene_474.swf,1,1,99,0,0,1,ya,6,300,False
enemy475,Dracula,ene_475,Ene_475,cdn/swf/latest/swf/enemies/ene_475.swf,1,1,100,400,400,1,ya,6,300,False
enemy476,Witch,ene_476,Ene_476,cdn/swf/latest/swf/enemies/ene_476.swf,1,1,99,100,2000,1,ya,6,300,False
enemy477,Giant Rainbow Turkey,ene_477,Ene_477,cdn/swf/latest/swf/enemies/ene_477.swf,1,1,99,300,450,1,ya,6,300,False
enemy478,Monster Pumpkin,ene_478,Ene_478,cdn/swf/latest/swf/enemies/ene_478.swf,1,1,99,300,450,1,ya,6,300,False
enemy479,Cranberry Fairy,ene_479,Ene_479,cdn/swf/latest/swf/enemies/ene_479.swf,1,1,99,300,450,1,ya,6,300,False
enemy480,Human Face Yam,ene_480,Ene_480,cdn/swf/latest/swf/enemies/ene_480.swf,1,1,99,300,450,1,ya,6,300,False
enemy481,Giant Corn Humanoid,ene_481,Ene_481,cdn/swf/latest/swf/enemies/ene_481.swf,1,1,99,300,450,1,ya,6,300,False
enemy482,Frozen Grunt,ene_482_483_484,Ene_482,cdn/swf/latest/swf/enemies/ene_482_483_484.swf,1,1,100,20,250,1,ya,6,300,False
enemy483,Frozen Grunt,ene_482_483_484,Ene_483,cdn/swf/latest/swf/enemies/ene_482_483_484.swf,1,1,100,50,350,1,ya,6,300,False
enemy484,Frozen Grunt,ene_482_483_484,Ene_484,cdn/swf/latest/swf/enemies/ene_482_483_484.swf,1,1,100,70,450,1,ya,6,300,False
enemy485,Frozen Scourge,ene_485_486_487,Ene_485,cdn/swf/latest/swf/enemies/ene_485_486_487.swf,1,1,100,20,250,1,ya,6,300,False
enemy486,Frozen Scourge,ene_485_486_487,Ene_486,cdn/swf/latest/swf/enemies/ene_485_486_487.swf,1,1,100,50,350,1,ya,6,300,False
enemy487,Frozen Scourge,ene_485_486_487,Ene_487,cdn/swf/latest/swf/enemies/ene_485_486_487.swf,1,1,100,70,450,1,ya,6,300,False
enemy488,Frozen Butcher,ene_488_489_490,Ene_488,cdn/swf/latest/swf/enemies/ene_488_489_490.swf,1,1,100,20,250,1,ya,6,300,False
enemy489,Frozen Butcher,ene_488_489_490,Ene_489,cdn/swf/latest/swf/enemies/ene_488_489_490.swf,1,1,100,50,350,1,ya,6,300,False
enemy490,Frozen Butcher,ene_488_489_490,Ene_490,cdn/swf/latest/swf/enemies/ene_488_489_490.swf,1,1,100,70,450,1,ya,6,300,False
enemy491,Frozen skeleton,ene_491_492_493,Ene_491,cdn/swf/latest/swf/enemies/ene_491_492_493.swf,1,1,100,20,250,1,ya,6,300,False
enemy492,Frozen skeleton,ene_491_492_493,Ene_492,cdn/swf/latest/swf/enemies/ene_491_492_493.swf,1,1,100,50,350,1,ya,6,300,False
enemy493,Frozen skeleton,ene_491_492_493,Ene_493,cdn/swf/latest/swf/enemies/ene_491_492_493.swf,1,1,100,70,450,1,ya,6,300,False
enemy494,Frost Guardian,ene_494_495_496,Ene_494,cdn/swf/latest/swf/enemies/ene_494_495_496.swf,1,1,100,30,300,1,ya,6,300,False
enemy495,Frost Guardian,ene_494_495_496,Ene_495,cdn/swf/latest/swf/enemies/ene_494_495_496.swf,1,1,100,60,400,1,ya,6,300,False
enemy496,Frost Guardian,ene_494_495_496,Ene_496,cdn/swf/latest/swf/enemies/ene_494_495_496.swf,1,1,100,80,500,1,ya,6,300,False
enemy497,Frost Giant,ene_497_498_499,Ene_497,cdn/swf/latest/swf/enemies/ene_497_498_499.swf,1,1,100,30,300,1,ya,6,300,False
enemy498,Frost Giant,ene_497_498_499,Ene_498,cdn/swf/latest/swf/enemies/ene_497_498_499.swf,1,1,100,60,400,2,ya,6,300,False
enemy499,Frost Giant,ene_497_498_499,Ene_499,cdn/swf/latest/swf/enemies/ene_497_498_499.swf,1,1,100,80,500,1,ya,6,300,False
enemy500,Snow monster,ene_500,Ene_500,cdn/swf/latest/swf/enemies/ene_500.swf,1,1,100,100,3000,1,ya,6,300,False
enemy501,Minotaur,ene_501,Ene_501,cdn/swf/latest/swf/enemies/ene_501.swf,80,80,80,0,0,1,ya,17,300,False
enemy503,Devil Queen of Hearts,ene_503,Ene_503,cdn/swf/latest/swf/enemies/ene_503.swf,1,1,100,300,450,1,ya,6,300,False
enemy504,Poker Ninja (Spades),ene_504,Ene_504,cdn/swf/latest/swf/enemies/ene_504.swf,1,1,100,300,450,1,ya,4,300,False
enemy505,Poker Ninja (Hearts),ene_505,Ene_505,cdn/swf/latest/swf/enemies/ene_505.swf,1,1,100,300,450,1,ya,4,300,False
enemy506,Poker Ninja (Clubs),ene_506,Ene_506,cdn/swf/latest/swf/enemies/ene_506.swf,1,1,100,300,450,1,ya,4,300,False
enemy507,Poker Ninja (Diamonds),ene_507,Ene_507,cdn/swf/latest/swf/enemies/ene_507.swf,1,1,100,300,450,1,ya,4,300,False
enemy508,Rabbit Samurai,ene_508,Ene_508,cdn/swf/latest/swf/enemies/ene_508.swf,1,1,100,300,450,1,ya,6,300,False
enemy509,Rabbit Martial Artist,ene_509,Ene_509,cdn/swf/latest/swf/enemies/ene_509.swf,1,1,100,300,450,1,ya,4,300,False
enemy510,Christmas Hippie,ene_510,Ene_510,cdn/swf/latest/swf/enemies/ene_510.swf,1,1,100,300,450,1,ya,7,300,False
enemy511,Poker Ninja (Joker),ene_511,Ene_511,cdn/swf/latest/swf/enemies/ene_511.swf,1,1,99,100,2500,1,ya,4,300,False
enemy512,Turtle Assassin,ene_512,Ene_512,cdn/swf/latest/swf/enemies/ene_512.swf,1,1,100,300,450,1,ya,6,300,False
enemy513,Turtle Samurai,ene_513,Ene_513,cdn/swf/latest/swf/enemies/ene_513.swf,1,1,100,300,450,1,ya,4,300,False
enemy514,Azure Dragon,ene_514,Ene_514,cdn/swf/latest/swf/enemies/ene_514.swf,1,1,100,400,500,1,ya,6,500,False
enemy515,Vermilion Bird,ene_515,Ene_515,cdn/swf/latest/swf/enemies/ene_515.swf,1,1,100,400,500,1,ya,6,500,False
enemy516,White Tiger,ene_516,Ene_516,cdn/swf/latest/swf/enemies/ene_516.swf,1,1,100,400,500,1,ya,6,500,False
enemy517,Black Turtle,ene_517,Ene_517,cdn/swf/latest/swf/enemies/ene_517.swf,1,1,100,400,500,1,ya,6,500,False
enemy518,Kirin,ene_518,Ene_518,cdn/swf/latest/swf/enemies/ene_518.swf,1,1,100,800,1000,1,ya,7,300,False
enemy519,Dark Kirin,ene_519,Ene_519,cdn/swf/latest/swf/enemies/ene_519.swf,1,1,100,800,1000,1,ya,7,300,False
enemy520,Dragon Soldier,ene_520,Ene_520,cdn/swf/latest/swf/enemies/ene_520.swf,1,1,100,300,400,1,ya,2,400,False
enemy521,Phoenix Sorcerer,ene_521,Ene_521,cdn/swf/latest/swf/enemies/ene_521.swf,1,1,100,300,400,1,ya,2,400,False
enemy522,Tiger Fighter,ene_522,Ene_522,cdn/swf/latest/swf/enemies/ene_522.swf,1,1,100,300,400,1,ya,2,400,False
enemy523,Turtle Warrior,ene_523,Ene_523,cdn/swf/latest/swf/enemies/ene_523.swf,1,1,100,300,400,1,ya,2,400,False
enemy524,Unicorn Knight,ene_524,Ene_524,cdn/swf/latest/swf/enemies/ene_524.swf,1,1,100,300,400,1,ya,2,300,False
enemy525,Rock Guardian,ene_525,Ene_525,cdn/swf/latest/swf/enemies/ene_525.swf,1,1,100,100,2500,1,ya,2,300,False
enemy526,Phantom of Azure Dragon,ene_526,Ene_526,cdn/swf/latest/swf/enemies/ene_526.swf,1,1,100,10,10,1,ya,5,200,False
enemy527,Phantom of Vermilion Bird,ene_527,Ene_527,cdn/swf/latest/swf/enemies/ene_527.swf,1,1,100,10,10,1,ya,5,200,False
enemy528,Phantom of White Tiger,ene_528,Ene_528,cdn/swf/latest/swf/enemies/ene_528.swf,1,1,100,300,400,1,ya,5,200,False
enemy529,Phantom of Black Turtle,ene_529,Ene_529,cdn/swf/latest/swf/enemies/ene_529.swf,1,1,100,300,400,1,ya,5,200,False
enemy530,Phantom of Kirin,ene_530,Ene_530,cdn/swf/latest/swf/enemies/ene_530.swf,1,1,100,10,10,2,ya,5,200,False
enemy531,Blossom Spirit,ene_531,Ene_531,cdn/swf/latest/swf/enemies/ene_531.swf,1,1,99,100,2500,1,ya,3,100,False
enemy532,Sunflower Monster,ene_532,Ene_532,cdn/swf/latest/swf/enemies/ene_532.swf,1,1,100,100,2500,1,ya,4,100,False
enemy533,Cerberus,ene_533,Ene_533,cdn/swf/latest/swf/enemies/ene_533.swf,80,80,80,0,0,2,ya,15,300,False
enemy534,Furious Zombie,ene_534,Ene_534,cdn/swf/latest/swf/enemies/ene_534.swf,1,1,100,300,300,2,ya,4,400,False
enemy535,White Werewolf,ene_535,Ene_535,cdn/swf/latest/swf/enemies/ene_535.swf,1,1,100,300,300,2,ya,4,450,False
enemy536,Captain Skeleton,ene_536,Ene_536,cdn/swf/latest/swf/enemies/ene_536.swf,1,1,100,300,300,2,ya,4,400,False
enemy537,Golden Joker,ene_537,Ene_537,cdn/swf/latest/swf/enemies/ene_537.swf,1,1,100,300,300,2,ya,4,400,False
enemy538,Geisha Ghost,ene_538,Ene_538,cdn/swf/latest/swf/enemies/ene_538.swf,1,1,100,300,300,2,ya,4,400,False
enemy539,Kojima,ene_539,Ene_539,cdn/swf/latest/swf/enemies/ene_539.swf,1,1,99,400,550,1,ya,2,300,False
enemy546,Griffin,ene_546,Ene_546,cdn/swf/latest/swf/enemies/ene_546.swf,80,80,80,0,0,2,ya,15,300,False
enemy561,Wanyudo,ene_561,Ene_561,cdn/swf/latest/swf/enemies/ene_561.swf,80,80,80,0,0,2,ya,12,300,False
enemy570,Gashadokuro,ene_570,Ene_570,cdn/swf/latest/swf/enemies/ene_570.swf,80,80,80,0,0,2,ya,12,300,False
enemy1233,123,123,2312,cdn/swf/latest/swf/enemies/123.swf,0,0,0,0,0,2,ya,1,123,False
enemy95995,"""Minotaur's Head, Minotaur's Right Arm, Minotaur's Left Arm""",ene_501,Ene_501,cdn/swf/latest/swf/enemies/ene_501.swf,80,80,80,0,0,1,ya,5,532800,False
enemy95996,"""Minotaur's Head, Minotaur's Right Arm, Minotaur's Left Arm""",ene_501,Ene_501,cdn/swf/latest/swf/enemies/ene_501.swf,80,80,80,0,0,1,ya,5,532800,False
enemy999999,Jurojin,ene_415,Ene_415,cdn/swf/latest/swf/enemies/ene_415.swf,1,1,99,400,550,1,ya,6,300,False
enemy9999997,Jurojin,ene_415,Ene_415,cdn/swf/latest/swf/enemies/ene_415.swf,1,1,99,400,550,1,ya,6,300,False
